"spp","disp","r2_conditional","r2_marginal","beta_yr","se_yr","p_yr","status","park","breeding.biome","winter.biome","family","bird.group","AI","migrate","native","body.mass","trophic.level","trophic.niche","habitat","habitat.density"
"NOFL",-0.812780263954308,0.624219678926886,0.0106089394896596,-0.0923253168502603,0.0515984335949961,0.0735657665822783,"Apparantly stable","Carkeek Park","Forest Generalist","Widespread","Picidae","landbird","other","M","native",131.5,"Carnivore","Invertivore","Shrubland",2
"OCWA",-1.01352280656744,0.173863345934316,0.173863268469747,0.252075020597706,0.135391411084548,0.0626278586194122,"Apparantly stable","Carkeek Park","Forest Generalist","Temperate North America","Parulidae","landbird","other","M","native",9.2,"Carnivore","Invertivore","Shrubland",1
"OSFL",-1.03662431178525,NA,0.0547773717334492,0.132277317013935,0.377709237417986,0.726181569433625,"Apparantly stable","Carkeek Park","Forest Generalist","South America","Tyrannidae","landbird","AI","M","native",32.1,"Carnivore","Invertivore","Forest",1
"OSPR",-1.33638332174229,0.883548192162745,0.121320436266686,-0.560848679062792,0.209620817599064,0.00746091853108484,"Apparantly stable","Carkeek Park","Coasts","Widespread","Pandionidae","landbird","other","M","native",1483.2,"Carnivore","Aquatic predator","Marine",3
"PAWR",-1.1443647611132,0.636323109473718,0.0384976642189602,-0.178776806313765,0.0505129569713535,0.000401301055656111,"Apparantly stable","Carkeek Park","Western Forest","Temperate North America","Troglodytidae","landbird","other","M","native",9.4,"Carnivore","Invertivore","Forest",1
"PEFA",-1.21371319250829,0.64211239946042,0.135597427727849,0.338223856180469,0.452251829059354,0.454540867645716,"Apparantly stable","Carkeek Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",760,"Carnivore","Vertivore","Grassland",3
"PISI",-0.965168596905466,0.324593533621236,0.0901114941669613,0.200705523913066,0.0699861624937732,0.00413351529539157,"Apparantly stable","Carkeek Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.7,"Herbivore","Granivore","Forest",1
"PIWO",-0.976282733338711,0.491136634133309,0.0805284915638952,0.218587853867429,0.104555120420872,0.0365597149585267,"Apparantly stable","Carkeek Park","Eastern Forest","Temperate North America","Picidae","landbird","other","R","native",286.6,"Carnivore","Invertivore","Forest",1
"PUFI",-1.09123181431227,0.944753548842466,0.753874067545048,2.02978036242499,0.436484550174369,3.31466310598514e-06,"Increasing","Carkeek Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",23.3,"Herbivore","Omnivore","Forest",2
"RBGU",-1.8217749085887,0.990634289737493,0.00254699459160841,0.286546751541513,0.382709068521179,0.454018397508661,"Apparantly stable","Carkeek Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",516.3,"Carnivore","Omnivore","Coastal",3
"RBME",-1.85120434682582,0.99129027408998,0.00101623230464603,-0.18769214227909,0.368205604766551,0.610227883879545,"Apparantly stable","Carkeek Park","Arctic Tundra","Marine","Anatidae","waterfowl","other","M","native",1015.2,"Carnivore","Aquatic predator","Wetland",3
"RBNU",-1.16772124423218,0.866547441071238,0.0341870617074209,0.278111708002979,0.0778343347094031,0.000352747986473508,"Apparantly stable","Carkeek Park","Forest Generalist","Temperate North America","Sittidae","landbird","other","M","native",9.8,"Omnivore","Omnivore","Forest",1
"RBSA",-1.10387062699346,0.643882392694459,0.230736356341803,0.442296119324083,0.285055066001762,0.120754033307187,"Apparantly stable","Carkeek Park","Western Forest","Temperate North America","Picidae","landbird","other","M","native",54.8,"Carnivore","Invertivore","Woodland",2
"RCKI",-1.14228635786651,0.417677640424077,0.135001030333131,-0.264568811053066,0.0767646888423135,0.000567917431137499,"Apparantly stable","Carkeek Park","Boreal Forest","Temperate North America","Regulidae","landbird","other","M","native",6.19,"Carnivore","Invertivore","Forest",1
"ROPI",-1.13744443647547,0.650193643672341,0.362412609306003,-0.559293328074405,0.14279102859594,8.97075710489785e-05,"Decreasing","Carkeek Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",354.2,"Herbivore","Granivore","Human Modified",3
"RTHA",-1.14186823229305,0.534899104816431,0.343226585322544,0.472029030599656,0.211878032314182,0.0258916035581337,"Increasing","Carkeek Park","Habitat Generalist","Widespread","Accipitridae","landbird","other","M","native",1101.2,"Carnivore","Vertivore","Woodland",2
"RUHU",-1.04717364325728,0.145830852308073,0.14583080761259,-0.227041128755804,0.366025826853718,0.535068732216115,"Apparantly stable","Carkeek Park","Western Forest","Mexico-Central America","Trochilidae","landbird","other","M","native",3.5,"Herbivore","Nectarivore","Forest",2
"SOSP",-1.11016827557837,0.529992602441673,0.0105806302023824,-0.0824432793494267,0.041509107338727,0.0470167622370911,"Apparantly stable","Carkeek Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",21.9,"Omnivore","Omnivore","Shrubland",2
"SPTO",-0.976721584070735,0.641253442093967,0.0272068408838922,0.151320240944268,0.0500927337947781,0.00252105983978934,"Apparantly stable","Carkeek Park","Western Forest","Temperate North America","Passerellidae","landbird","other","M","native",39.3,"Omnivore","Omnivore","Forest",2
"SSHA",-1.01310475757451,0.17355557950262,0.173555528559222,-0.251804935050223,0.36783419178471,0.493620996446778,"Apparantly stable","Carkeek Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",130.6,"Carnivore","Vertivore","Forest",1
"STJA",-1.0781501290634,0.700708469102564,0.0130478671551211,-0.114729311276615,0.0735850415120919,0.118963474317757,"Apparantly stable","Carkeek Park","Western Forest","Temperate North America","Corvidae","landbird","other","R","native",128,"Omnivore","Omnivore","Forest",1
"SWTH",-1.39869029940912,0.695929676255573,0.00125939658375965,-0.0353627535523069,0.0874143710393187,0.685814459594367,"Apparantly stable","Carkeek Park","Forest Generalist","South America","Turdidae","landbird","other","M","native",30.3,"Omnivore","Invertivore","Forest",1
"TOWA",-1.12237543514688,NA,0.617279295746288,0.697833338726623,0.223314398230635,0.00177870453931911,"Increasing","Carkeek Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.8,"Carnivore","Invertivore","Forest",1
"VATH",-1.12696991532825,0.356810267143813,0.0308279872200155,0.120297020442162,0.124614681004996,0.334368579214973,"Apparantly stable","Carkeek Park","Western Forest","Temperate North America","Turdidae","landbird","other","M","native",77.5,"Omnivore","Omnivore","Forest",1
"VGSW",-1.35279392388421,0.848830645388616,0.278660988846421,-0.746033010654657,0.21136967011345,0.000416317715587794,"Decreasing","Carkeek Park","Western Forest","Mexico-Central America","Hirundinidae","landbird","AI","M","native",14.1,"Carnivore","Invertivore","Forest",3
"WAVI",-1.22542655114584,0.735218360283877,0.451458264942568,0.717491412758917,0.130727737790398,4.05497773570349e-08,"Increasing","Carkeek Park","Forest Generalist","Mexico-Central America","Vireonidae","landbird","other","M","native",12.7,"Carnivore","Invertivore","Forest",1
"WCSP",-1.3115431595413,0.934753542333696,0.0149961092543234,0.263428443648397,0.230665391095902,0.253438581988217,"Apparantly stable","Carkeek Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",28,"Omnivore","Omnivore","Shrubland",2
"WEFL",-1.27809064793814,0.773975621962864,0.429731420314313,0.75765719212152,0.0812068540721126,1.05904817542409e-20,"Increasing","Carkeek Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.7,"Carnivore","Invertivore","Forest",1
"WETA",-1.23979454276052,0.598668814524784,0.0654355456801661,0.221874426295533,0.278554912697946,0.425730132444284,"Apparantly stable","Carkeek Park","Western Forest","Mexico-Central America","Cardinalidae","landbird","other","M","native",28.1,"Carnivore","Invertivore","Forest",1
"WEWP",-0.957356224664942,NA,0.0223016192263125,-0.0829884374363521,0.253424871949651,0.743314236232682,"Apparantly stable","Carkeek Park","Western Forest","South America","Tyrannidae","landbird","AI","M","native",13.1,"Carnivore","Invertivore","Forest",1
"WIWA",-1.34146824543366,0.585747946854962,0.165271072563873,0.347070678793523,0.0628448086321456,3.33900412751952e-08,"Apparantly stable","Carkeek Park","Forest Generalist","Mexico-Central America","Parulidae","landbird","other","M","native",7,"Carnivore","Invertivore","Forest",1
"YRWA",-1.19477034687414,0.600563468350189,0.232943308022265,0.419616991259932,0.16169526754458,0.0094560674822095,"Increasing","Carkeek Park","Forest Generalist","Widespread","Parulidae","landbird","other","M","native",11.9,"Carnivore","Invertivore","Forest",1
"ABOW",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","Widespread","Tytonidae","landbird","other","R","native",403.3,"Carnivore","Vertivore","Human Modified",3
"BUFF",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",397.5,"Carnivore","Aquatic predator","Wetland",3
"CAGU",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",683.4,"Omnivore","Omnivore","Coastal",3
"CASJ",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Western Forest","Temperate North America","Corvidae","landbird","other","R","native",85.7,"Omnivore","Omnivore","Shrubland",2
"COME",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",1451,"Carnivore","Aquatic predator","Riverine",3
"COYE",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","Widespread","Parulidae","landbird","other","M","native",9.5,"Carnivore","Invertivore","Wetland",1
"EUCD",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",149,"Herbivore","Omnivore","Human Modified",3
"GADW",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",915.6,"Herbivore","Herbivore aquatic","Wetland",3
"GOEA",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","Temperate North America","Accipitridae","landbird","other","M","native",4248,"Carnivore","Vertivore","Grassland",3
"HAFL",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.4,"Carnivore","Invertivore","Forest",1
"KILL",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","Widespread","Charadriidae","shorebird","other","M","native",96.4,"Carnivore","Omnivore","Wetland",3
"PIGU",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Coasts","Marine","Alcidae","waterbird","other","R","native",530,"Carnivore","Aquatic predator","Marine",3
"PUMA",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",53.8,"Carnivore","Invertivore","Forest",2
"RECR",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",38.3,"Herbivore","Granivore","Forest",1
"RWBL",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",50.8,"Herbivore","Granivore","Wetland",3
"SAVS",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Grassland","Temperate North America","Passerellidae","landbird","other","M","native",20,"Omnivore","Omnivore","Grassland",3
"SBIG",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",412.5,"Carnivore","Omnivore","Coastal",3
"SUSC",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Wetland","Marine","Anatidae","waterfowl","other","M","native",1096.3,"Carnivore","Aquatic predator","Wetland",3
"VASW",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Western Forest","Mexico-Central America","Apodidae","landbird","AI","M","native",17.1,"Carnivore","Invertivore","Forest",1
"WEGU",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Coasts","Coastal","Laridae","waterbird","other","M","native",922.8,"Carnivore","Omnivore","Marine",3
"YEWA",NA,NA,NA,NA,NA,NA,"Data deficient","Carkeek Park","Forest Generalist","Widespread Neotropical","Parulidae","landbird","other","M","native",10.2,"Carnivore","Invertivore","Shrubland",1
"AGOL",-1.15633786533592,0.672595463065618,0.0896646001784043,-0.305784971512994,0.0280547609637476,1.15796875086317e-27,"Apparantly stable","Discovery Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.8,"Herbivore","Granivore","Forest",1
"AMCO",-1.77525908262269,0.992190512742137,0.0227107108337734,-0.996442124963788,0.357291800943434,0.0052891496157307,"Apparantly stable","Discovery Park","Wetland","Widespread","Rallidae","waterbird","other","M","native",636.7,"Herbivore","Herbivore aquatic","Wetland",3
"AMCR",-0.777667181668457,0.626140587201742,0.085670781236198,-0.27971140813554,0.0212137634057428,1.06524149994853e-39,"Apparantly stable","Discovery Park","Habitat Generalist","Temperate North America","Corvidae","landbird","other","M","native",448.8,"Omnivore","Omnivore","Human Modified",2
"AMRO",-0.990635233632317,0.603582629234571,0.0238495489932611,-0.1433216247026,0.020412319184508,2.19766435603985e-12,"Apparantly stable","Discovery Park","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",78.5,"Omnivore","Invertivore","Forest",3
"AMWI",-1.85051367750815,0.994773998588982,0.000686820798596531,-0.211828764646435,0.0945925674282667,0.0251311596389902,"Apparantly stable","Discovery Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",754.6,"Herbivore","Omnivore","Wetland",3
"ANHU",-0.725582787970976,0.786322438625477,0.0491239640959007,0.280165864155445,0.0240355561084095,2.13081025320259e-31,"Apparantly stable","Discovery Park","Aridlands","Temperate North America","Trochilidae","landbird","other","M","native",4.2,"Herbivore","Nectarivore","Woodland",2
"BAEA",-1.23720175421119,0.801281647008705,0.00559889497810766,0.0980799299138646,0.0754808712660385,0.193806301835556,"Apparantly stable","Discovery Park","Wetland","Temperate North America","Accipitridae","landbird","other","M","native",4700.6,"Carnivore","Omnivore","Wetland",3
"BAGO",-1.90291455623781,0.994746401180936,0.00758231724105981,-0.701973145961855,0.187159582162327,0.000176365256295117,"Apparantly stable","Discovery Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",921.2,"Carnivore","Aquatic predator","Wetland",3
"BAOW",-1.31513365415318,0.764879468986001,0.10562731504524,0.391643406180103,0.162389573445455,0.0158760689150248,"Apparantly stable","Discovery Park","Forest Generalist","Temperate North America","Strigidae","landbird","other","R","native",711.5,"Carnivore","Vertivore","Forest",2
"BARS",-1.32133747256465,0.871302730218893,0.327969988953866,-0.932782439395076,0.0893824362960175,1.70069784658134e-25,"Decreasing","Discovery Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",17.9,"Carnivore","Invertivore","Human Modified",3
"BCCH",-0.965622170857997,0.626820481728951,0.000841768175793156,0.0277514274705783,0.02198880388561,0.206923308678936,"Apparantly stable","Discovery Park","Forest Generalist","Temperate North America","Paridae","landbird","other","R","native",10.8,"Omnivore","Invertivore","Forest",1
"BEKI",-1.36923251924774,0.825437503852933,0.000336857629319646,0.0256682167501583,0.0867285328798554,0.767260275369786,"Apparantly stable","Discovery Park","Wetland","Widespread","Alcedinidae","landbird","other","M","native",148,"Carnivore","Aquatic predator","Riverine",3
"BEWR",-0.800590154123552,0.637985026221075,0.0160634012998859,0.123084527589219,0.0257281919318908,1.71812179561203e-06,"Apparantly stable","Discovery Park","Aridlands","Temperate North America","Troglodytidae","landbird","other","R","native",9.9,"Carnivore","Invertivore","Shrubland",2
"BHCO",-1.2082642285705,0.731457278031719,0.136195666002636,-0.416124155001402,0.0661729666338547,3.20689913687682e-10,"Apparantly stable","Discovery Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",40.3,"Carnivore","Invertivore","Forest",2
